rosbagTimestamp,linear,x,y,z,angular,x,y,z
69173000000,,0.1,0.0,0.0,,0.0,0.0,0.3
69273000000,,0.1,0.0,0.0,,0.0,0.0,0.3
69371000000,,0.1,0.0,0.0,,0.0,0.0,0.3
69472000000,,0.1,0.0,0.0,,0.0,0.0,0.3
69573000000,,0.1,0.0,0.0,,0.0,0.0,0.3
69672000000,,0.1,0.0,0.0,,0.0,0.0,0.3
69778000000,,0.1,0.0,0.0,,0.0,0.0,0.3
69871000000,,0.1,0.0,0.0,,0.0,0.0,0.3
69971000000,,0.1,0.0,0.0,,0.0,0.0,0.3
70072000000,,0.1,0.0,0.0,,0.0,0.0,0.3
70172000000,,0.1,0.0,0.0,,0.0,0.0,0.3
70270000000,,0.1,0.0,0.0,,0.0,0.0,0.3
70371000000,,0.1,0.0,0.0,,0.0,0.0,0.3
70471000000,,0.1,0.0,0.0,,0.0,0.0,0.3
70572000000,,0.1,0.0,0.0,,0.0,0.0,0.3
70672000000,,0.1,0.0,0.0,,0.0,0.0,0.3
70772000000,,0.1,0.0,0.0,,0.0,0.0,0.3
70872000000,,0.1,0.0,0.0,,0.0,0.0,0.3
70971000000,,0.1,0.0,0.0,,0.0,0.0,0.3
71072000000,,0.1,0.0,0.0,,0.0,0.0,0.3
71171000000,,0.1,0.0,0.0,,0.0,0.0,0.3
71272000000,,0.1,0.0,0.0,,0.0,0.0,0.3
71373000000,,0.1,0.0,0.0,,0.0,0.0,0.3
71474000000,,0.1,0.0,0.0,,0.0,0.0,0.3
71572000000,,0.1,0.0,0.0,,0.0,0.0,0.3
71671000000,,0.1,0.0,0.0,,0.0,0.0,0.3
71771000000,,0.1,0.0,0.0,,0.0,0.0,0.3
71874000000,,0.1,0.0,0.0,,0.0,0.0,0.3
71972000000,,0.1,0.0,0.0,,0.0,0.0,0.3
72071000000,,0.1,0.0,0.0,,0.0,0.0,0.3
72171000000,,0.1,0.0,0.0,,0.0,0.0,0.3
72271000000,,0.1,0.0,0.0,,0.0,0.0,0.3
72373000000,,0.1,0.0,0.0,,0.0,0.0,0.3
72472000000,,0.1,0.0,0.0,,0.0,0.0,0.3
72571000000,,0.1,0.0,0.0,,0.0,0.0,0.3
72671000000,,0.1,0.0,0.0,,0.0,0.0,0.3
72771000000,,0.1,0.0,0.0,,0.0,0.0,0.3
72873000000,,0.1,0.0,0.0,,0.0,0.0,0.3
72973000000,,0.1,0.0,0.0,,0.0,0.0,0.3
73071000000,,0.1,0.0,0.0,,0.0,0.0,0.3
73171000000,,0.1,0.0,0.0,,0.0,0.0,0.3
73272000000,,0.1,0.0,0.0,,0.0,0.0,0.3
73372000000,,0.1,0.0,0.0,,0.0,0.0,0.3
73479000000,,0.1,0.0,0.0,,0.0,0.0,0.3
73572000000,,0.1,0.0,0.0,,0.0,0.0,0.3
73671000000,,0.1,0.0,0.0,,0.0,0.0,0.3
73772000000,,0.2,0.0,0.0,,0.0,0.0,-0.211010564459
73871000000,,0.2,0.0,0.0,,0.0,0.0,-0.216158037389
73972000000,,0.2,0.0,0.0,,0.0,0.0,-0.214864725832
74073000000,,0.2,0.0,0.0,,0.0,0.0,-0.207959341112
74173000000,,0.2,0.0,0.0,,0.0,0.0,-0.201214660982
74271000000,,0.2,0.0,0.0,,0.0,0.0,-0.194691835446
74371000000,,0.2,0.0,0.0,,0.0,0.0,-0.188384120715
74473000000,,0.2,0.0,0.0,,0.0,0.0,-0.182284210048
74572000000,,0.2,0.0,0.0,,0.0,0.0,-0.176312660046
74673000000,,0.2,0.0,0.0,,0.0,0.0,-0.170608923615
74777000000,,0.2,0.0,0.0,,0.0,0.0,-0.165093366464
74876000000,,0.2,0.0,0.0,,0.0,0.0,-0.15975878902
74971000000,,0.2,0.0,0.0,,0.0,0.0,-0.154599084497
75072000000,,0.2,0.0,0.0,,0.0,0.0,-0.149608376066
75172000000,,0.2,0.0,0.0,,0.0,0.0,-0.144780998513
75271000000,,0.2,0.0,0.0,,0.0,0.0,-0.140111490371
75372000000,,0.2,0.0,0.0,,0.0,0.0,-0.135594585754
75471000000,,0.2,0.0,0.0,,0.0,0.0,-0.131225205234
75571000000,,0.2,0.0,0.0,,0.0,0.0,-0.126998446529
75672000000,,0.2,0.0,0.0,,0.0,0.0,-0.122909576021
75772000000,,0.1,0.0,0.0,,0.0,0.0,-0.3
75874000000,,0.1,0.0,0.0,,0.0,0.0,-0.3
75971000000,,0.1,0.0,0.0,,0.0,0.0,-0.3
76072000000,,0.1,0.0,0.0,,0.0,0.0,-0.3
76171000000,,0.1,0.0,0.0,,0.0,0.0,-0.3
76272000000,,0.1,0.0,0.0,,0.0,0.0,-0.3
76371000000,,0.1,0.0,0.0,,0.0,0.0,-0.3
76482000000,,0.1,0.0,0.0,,0.0,0.0,-0.3
