x,z
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,-0.017537093
0.2,0.017993197
0.2,0.018058377
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,0.017705524
0.2,-0.020791273
0.2,-0.027001369
0.2,-0.035872827
0.2,-0.048776454
