x,y
3.037638429,1.973017299
3.041032903,1.978903553
3.044331767,1.984624924
3.047634489,1.990344971
3.051040844,1.996236301
3.054350432,2.001952348
3.057663394,2.007666438
3.061080277,2.013551635
3.064399942,2.01926166
3.067722892,2.024969768
3.071149957,2.030848856
3.074479545,2.036553094
3.077812399,2.042255422
3.081249665,2.04812855
3.08458915,2.053826997
3.087931898,2.05952353
3.091379355,2.06539068
3.094728726,2.07108332
3.098081358,2.07677404
3.101538995,2.082635195
3.104898243,2.08832201
3.10826075,2.094006899
3.111728555,2.099862042
3.115097672,2.105543016
3.118470042,2.111222058
3.121948007,2.117071171
3.125326981,2.122746286
3.128709205,2.128419465
3.132197321,2.13426253
3.135586142,2.139931771
3.138978211,2.145599069
3.142476465,2.151436069
3.145875124,2.157099418
3.149277028,2.162760818
3.152785411,2.168591737
3.156193897,2.174249176
3.159605624,2.179904661
3.163124125,2.185729479
3.166542428,2.191380991
3.169963968,2.197030544
3.173492576,2.202849244
3.176920686,2.208494812
3.180352029,2.214138415
3.183890732,2.219950978
3.187328637,2.225590585
3.190769772,2.231228221
3.194318561,2.23703463
3.197766251,2.242668259
3.201217168,2.24829991
3.204776031,2.254100148
3.208233496,2.259727781
3.211694184,2.265353432
3.215263111,2.271147482
3.21873034,2.276769102
3.222200789,2.282388735
3.22577977,2.288176579
3.229256754,2.293792171
3.232736954,2.29940577
3.236325978,2.305187391
3.239812705,2.310796937
3.243302647,2.316404485
3.246901703,2.322179866
3.250398165,2.32778335
3.253897836,2.33338483
3.257506915,2.339153954
3.2610131,2.344751359
3.264522491,2.350346754
3.26814158,2.356109603
3.271657478,2.361700911
3.275176578,2.367290204
3.278805666,2.37304676
3.282331266,2.378631955
3.285860064,2.384215129
3.28949914,2.389965374
3.29303443,2.395544439
3.296572916,2.401121476
3.300221969,2.406865393
3.303766939,2.41243831
3.307315101,2.418009195
3.31097412,2.423746766
3.314528759,2.429313519
3.318086586,2.434878234
3.321755561,2.440609443
3.325319858,2.446170014
3.328887341,2.451728543
3.332566259,2.457453372
3.336140205,2.463007746
3.339717333,2.468560072
3.343406184,2.474278505
3.346989768,2.479826665
3.35057653,2.485372771
3.354275304,2.491084791
3.357868515,2.496626721
3.3614649,2.502166592
3.365173586,2.507872181
3.368776414,2.513407864
3.372382412,2.518941481
3.376100998,2.524640623
3.379713431,2.530170042
3.38332903,2.53569739
3.387057505,2.541390066
3.390679532,2.546913204
3.394304722,2.552434265
3.398043074,2.558120458
3.401674684,2.563637298
3.405309453,2.569152056
3.40905767,2.574831748
3.412698851,2.580342274
3.416343189,2.585850712
3.42010126,2.591523887
3.423752002,2.597028081
3.427405896,2.602530182
3.431173811,2.608196822
3.434834102,2.613694669
3.438497543,2.619190417
3.442275289,2.624850506
3.445945119,2.630341988
3.449618095,2.635831367
3.453405662,2.641484888
3.45708502,2.64696999
3.460767521,2.652452983
3.464564897,2.658099919
3.468253773,2.663578625
3.471945787,2.669055216
3.475752962,2.674695551
3.479451344,2.680167843
3.483152861,2.685638016
3.486969823,2.691271732
3.4906777,2.696737595
3.494388708,2.702201332
3.498215444,2.707828412
3.501932805,2.713287829
3.505653293,2.718745114
3.509489792,2.724365541
3.513216625,2.729818494
3.516946581,2.735269311
3.520792831,2.740883067
3.524529124,2.74632954
3.528268536,2.751773872
3.532124526,2.757380941
3.535870268,2.762820918
3.539619126,2.768258748
3.543484843,2.773859112
3.547240023,2.779292577
3.550998314,2.784723889
3.554873748,2.790317533
3.558638354,2.795744469
3.562406069,2.801169247
3.566291207,2.806756153
3.570065229,2.812176544
3.573842356,2.817594772
3.577737187,2.823174925
3.581520613,2.828588755
3.585307141,2.834000417
3.589211654,2.839573799
3.593004473,2.844981052
3.59680039,2.850386132
3.600714573,2.855952726
3.604516774,2.861353386
3.608322069,2.866751867
3.612245909,2.872311656
3.61605748,2.877705707
3.619872141,2.883097572
3.623805627,2.888650541
3.627626556,2.894037965
3.63145057,2.899423198
3.635393689,2.904969328
3.639223964,2.910350109
3.643057321,2.915728695
3.647010062,2.921267969
3.650849671,2.926642092
3.654692358,2.932014013
3.658654707,2.937546416
3.662503639,2.942913863
3.666355645,2.948279103
3.670327592,2.953804618
3.674185836,2.959165374
3.678047149,2.964523918
3.682028682,2.970042528
3.685896225,2.975396577
3.689766835,2.980748409
3.693757941,2.986260098
3.697625944,2.991602044
3.701491033,2.99694571
3.70546998,3.002453667
3.709328741,3.007801923
3.713184385,3.013152427
3.717153606,3.018667417
3.721002918,3.024022479
3.72484911,3.029379784
3.728808587,3.034901775
3.732648439,3.040263627
3.736485167,3.045627716
3.74043489,3.05115669
3.74426527,3.056525315
3.748092521,3.06189617
3.752032477,3.067432111
3.755853374,3.072807491
3.759671138,3.078185097
3.763601316,3.083727987
3.767412717,3.089110106
3.771220982,3.094494446
3.775141369,3.100044267
3.778943263,3.105433108
3.782742018,3.110824164
3.7866526,3.116380899
3.790444976,3.121776445
3.794234208,3.127174199
3.798134975,3.13273783
3.801917819,3.138140063
3.805697516,3.143544499
3.809588455,3.149115008
3.813361756,3.154523911
3.817131905,3.159935011
3.821013004,3.16551238
3.82477675,3.170927936
3.82853734,3.176345684
3.832408586,3.181929896
3.836162765,3.187352088
3.839913785,3.192776467
3.843775166,3.198367505
3.847519767,3.203796317
3.851261205,3.209227309
3.85511271,3.214825156
3.858847722,3.220260571
3.862579566,3.225698161
3.866421183,3.2313028
3.870146593,3.236744801
3.873868833,3.242188972
3.87770055,3.247800385
3.881416349,3.253248956
3.885128973,3.258699691
3.888950779,3.264317861
3.892656953,3.269772985
3.89635995,3.275230267
3.900171833,3.280855177
3.903868372,3.286316835
3.90756173,3.291780647
3.911363677,3.297412278
3.91505057,3.302880454
3.918734277,3.308350778
3.922526277,3.313989112
3.926203511,3.319463789
3.929877555,3.324940607
3.933659596,3.330585627
3.937327159,3.336066786
3.940991529,3.341550081
3.944763599,3.347201769
3.94842148,3.352689394
3.952076165,3.358179149
3.955838251,3.363837487
3.95948644,3.369331561
3.963131427,3.37482776
3.966883519,3.38049273
3.970522003,3.385993236
3.974157283,3.391495861
3.977899369,3.397167447
3.981528138,3.402674368
3.985153699,3.408183403
3.988885768,3.413861587
3.99250481,3.419374907
3.996120641,3.424890335
3.999842681,3.430575099
4.003451987,3.436094801
4.007058077,3.441616604
4.010770077,3.447307932
4.014369634,3.452833997
4.017965972,3.458362158
4.021667921,3.464060031
4.025257718,3.469592442
4.028844292,3.475126944
4.032536178,3.480831343
4.036116204,3.486370083
4.039693003,3.491910908
4.043374814,3.497621814
4.046945057,3.503166865
4.05051207,3.508713995
4.054183794,3.514431392
4.057744244,3.519982736
4.061301459,3.525536154
4.064963085,3.531260023
4.068513729,3.536817644
4.072061136,3.542377332
4.075712652,3.548107656
4.079253481,3.553671535
4.082791069,3.559237477
4.086432464,3.564974238
4.089963467,3.57054436
4.093491224,3.576116538
4.097122488,3.581859719
4.100643653,3.587436066
4.10416157,3.593014464
4.107782691,3.598764047
4.111294008,3.604346602
4.114802073,3.609931202
4.118413041,3.615687169
4.1219145,3.621275914
4.125412703,3.626866699
4.129013506,3.632629032
4.132505095,3.638223951
4.135993425,3.643820903
4.139584051,3.649589583
4.14306576,3.655190657
4.146544205,3.660793758
4.150124644,3.666568767
4.153596461,3.672175978
4.157065012,3.67778521
4.160635252,3.68356653
4.164097166,3.68917986
4.16755581,3.694795205
4.17111584,3.700582818
4.17456784,3.70620225
4.178016567,3.711823691
4.181566376,3.717617579
4.185008452,3.723243094
4.188447252,3.728870614
4.191986828,3.734670759
4.19541897,3.740302342
4.198847831,3.745935923
4.202377165,3.751742307
4.205799362,3.757379939
4.209218274,3.763019565
4.212737354,3.76883217
4.216149596,3.774475835
4.21955855,3.780121488
4.223067365,3.785940297
4.226469641,3.791589977
4.229868626,3.797241639
4.233367167,3.803066633
4.236759466,3.808722311
4.240148471,3.814379965
4.243636726,3.820211126
4.247019039,3.825872783
4.250398053,3.83153641
4.253876012,3.837373719
4.257248326,3.843041338
4.26061734,3.84871092
4.26408499,3.854554358
4.267447297,3.86022792
4.270806298,3.865903439
4.274263629,3.871752989
4.277615917,3.877432476
4.280964896,3.883113915
4.284411898,3.888969557
4.287754156,3.894654952
4.291093102,3.900342293
4.294529763,3.90620401
4.297861982,3.911895295
4.301190885,3.91758852
4.304617196,3.923456294
4.307939365,3.929153451
4.311258215,3.934852543
4.314674164,3.940726356
4.317986273,3.946429369
4.32129506,3.952134311
4.324700638,3.958014145
4.328002677,3.963722996
4.331301391,3.969433769
4.334696587,3.975319606
4.337996175,3.981040588
4.341299638,3.986760238
4.344706775,3.992651148
4.34801721,3.998366823
4.351331104,4.004080504
4.354749023,4.009965237
4.358069795,4.015674782
4.361393939,4.021382358
4.364822333,4.02726084
4.368153214,4.03296438
4.3714874,4.038665983
4.374926072,4.044538344
4.378266952,4.050236028
4.381611126,4.055931779
4.385060083,4.061798105
4.388410943,4.067489926
4.391765094,4.073179808
4.395224327,4.07904008
4.398585156,4.08472602
4.401949273,4.090410014
4.405418771,4.096264215
4.408789559,4.101944256
4.412163632,4.107622345
4.415643383,4.113470456
4.41902412,4.11914458
4.422408138,4.124816747
4.425898132,4.130658749
4.429288806,4.136326938
4.432682758,4.141993164
4.436182984,4.14782904
4.439583586,4.153491277
4.442987462,4.159151546
4.446497908,4.164981277
4.449908427,4.170637545
4.453322216,4.176291838
4.456842873,4.182115408
4.460263298,4.187765688
4.46368699,4.19341399
4.467217847,4.19923138
4.470648169,4.204875657
4.474081754,4.210517949
4.4776228,4.216329141
4.481063008,4.221967398
4.484506476,4.227603663
4.488057701,4.233408641
4.491507785,4.23904086
4.494961125,4.244671082
4.498522518,4.250469827
4.501982467,4.256095991
4.505445669,4.261720152
4.509017219,4.267512647
4.512487022,4.273132737
4.515960076,4.27875082
4.51954177,4.284537046
4.523021418,4.290151046
4.526504311,4.295763033
4.53009614,4.301542971
4.533585619,4.307150864
4.537078341,4.312756737
4.540680293,4.31853037
4.544179594,4.324132137
4.547682134,4.329731879
4.551294198,4.33549919
4.554803309,4.341094815
4.558315657,4.346688409
4.561937821,4.352449379
4.565456733,4.358038845
4.568978877,4.363626273
4.572611131,4.369380886
4.576139833,4.374964175
4.579671763,4.380545422
4.583314096,4.38629366
4.586852577,4.391870756
4.590394283,4.397445804
4.594046685,4.403187649
4.597594934,4.408758535
4.601146405,4.414327368
4.604808864,4.420062803
4.608366871,4.425627462
4.611928096,4.431190061
4.615600601,4.436919069
4.619168354,4.442477483
4.622739322,4.448033833
4.626421861,4.453756395
4.62999935,4.459308547
4.633580049,4.464858629
