x,y
1.72E-05,6.05E-05
1.72E-05,6.05E-05
1.72E-05,6.06E-05
1.73E-05,6.06E-05
1.73E-05,6.06E-05
1.73E-05,6.06E-05
1.73E-05,6.06E-05
1.73E-05,6.07E-05
1.73E-05,6.07E-05
1.73E-05,6.07E-05
1.73E-05,6.07E-05
1.73E-05,6.07E-05
1.73E-05,6.08E-05
1.73E-05,6.08E-05
1.73E-05,6.08E-05
1.73E-05,6.08E-05
1.73E-05,6.08E-05
1.74E-05,6.09E-05
1.74E-05,6.09E-05
1.74E-05,6.09E-05
1.74E-05,6.09E-05
1.74E-05,6.09E-05
1.74E-05,6.10E-05
1.74E-05,6.10E-05
1.74E-05,6.10E-05
1.74E-05,6.10E-05
1.74E-05,6.10E-05
1.74E-05,6.10E-05
1.74E-05,6.11E-05
1.74E-05,6.11E-05
1.74E-05,6.11E-05
1.74E-05,6.11E-05
1.75E-05,6.11E-05
0.000513839,6.17E-05
0.002032545,6.25E-05
0.004242806,6.65E-05
0.007013268,8.46E-05
0.010299609,0.000131486
0.013510406,0.000209652
0.016720228,0.000319888
0.020026036,0.000465748
0.023233049,0.000639086
0.026438193,0.000844052
0.029738181,0.001088282
0.032938575,0.001357385
0.036136158,0.001658038
0.03942737,0.00200077
0.04261829,0.002365387
0.045805458,0.002761455
0.049084956,0.003202381
0.052263554,0.003662184
0.055437463,0.004153313
0.058702319,0.004692038
0.061865757,0.005246617
0.065023572,0.005832368
0.068270872,0.00646841
0.071416326,0.00711727
0.074555228,0.007797119
0.077782073,0.008529912
0.080906735,0.009272473
0.084023922,0.010045814
0.087227432,0.010874703
0.090328512,0.011710302
0.093421202,0.012576445
0.096598516,0.013500691
0.099673247,0.014428583
0.102738678,0.015386755
0.105886961,0.016405533
0.108932597,0.01742489
0.111968035,0.018474236
0.115084476,0.019586638
0.118098299,0.020696552
0.121101032,0.021836136
0.12418285,0.023041169
0.127162178,0.02424066
0.130129535,0.025469467
0.133173986,0.026766058
0.136116152,0.028054036
0.139045476,0.029370969
0.142049837,0.030757959
0.144952215,0.032133284
0.147840894,0.033537167
0.150802482,0.035013319
0.153662482,0.036474764
0.156507936,0.037964346
0.159424108,0.039528344
0.162239177,0.041074605
0.165038866,0.042648559
0.167907022,0.044299011
0.170674655,0.045928747
0.173425899,0.047585382
0.176243224,0.049320654
0.178960687,0.051032192
0.181661137,0.052770457
0.184425346,0.054589172
0.187090444,0.056381177
0.189737735,0.058199388
0.192446352,0.060099918
0.1950567,0.061970787
0.197648467,0.063867318
0.200299072,0.065847964
0.202852339,0.067796026
0.205386266,0.069769183
0.20797649,0.071828176
0.210470395,0.07385169
0.212944218,0.075899708
0.215471748,0.078035208
0.217904062,0.080132365
0.220315572,0.082253416
0.22277815,0.084463514
0.2251467,0.08663244
0.227493742,0.088824628
0.229889168,0.09110735
0.232191839,0.093346107
0.234472316,0.095607472
0.236798449,0.097960777
0.239033184,0.100267364
0.241245058,0.102595886
0.243499822,0.105017672
0.245664623,0.107390028
0.247805919,0.109783626
0.249987298,0.112271728
0.252080232,0.114707734
0.254149037,0.117164269
0.256255083,0.119716463
0.258274281,0.122213941
0.260268746,0.124731218
0.262297577,0.127345224
0.264241234,0.129901943
0.266159578,0.132477711
0.268109382,0.135151194
0.269975762,0.137764868
0.271816272,0.140396827
0.273685307,0.143127397
0.275472742,0.14579569
0.277233773,0.148481488
0.279020369,0.151266704
0.280727264,0.153987233
0.282407242,0.156724469
0.284109803,0.159561843
0.285734632,0.162332176
0.287332057,0.165118404
0.288949063,0.1680054
0.290490375,0.170823062
0.29200382,0.173655791
0.293533826,0.176589829
0.294990243,0.179452301
0.296418356,0.182329001
0.297859995,0.18530746
0.299230218,0.188212184
0.300571723,0.191130284
0.301923708,0.194150501
0.303206511,0.197094882
0.304460211,0.200051774
0.305721334,0.20311105
0.306915573,0.206092456
0.308080347,0.209085498
0.309249481,0.2121811
0.310354089,0.215196868
0.311428898,0.218223385
0.312505,0.221352546
0.31351899,0.224399981
0.314502874,0.227457269
0.315484983,0.230617193
0.31640745,0.233693571
0.31729953,0.236778898
0.318186769,0.239966763
0.31901689,0.243069335
0.31981637,0.246179944
0.320607947,0.2493929
0.32134498,0.252518895
0.322051147,0.255652007
0.322746356,0.258887184
0.323389645,0.262033808
0.324001867,0.265186623
0.324600088,0.26844113
0.325149058,0.271605573
0.325678225,0.274722554
0.326355359,0.278336555
0.327191651,0.282823611
0.328113606,0.288264231
0.329183764,0.29468625
0.330320528,0.301252472
0.331504343,0.307809652
0.332772456,0.314556609
0.334050206,0.321096142
0.335373021,0.327624684
0.33678256,0.334341392
0.338195858,0.340850901
0.339652519,0.347348856
0.34119823,0.354033444
0.342742014,0.360511209
0.344327508,0.366976959
